,Intent,Label
5870,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness
5871,Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,sadness
5872,Don't get too close it's dark inside 🌫🌊,sadness
5873,"The bowl on my new food processor broke, @Cuisinart. #sadness.",sadness
5874,Feeling #gloomy,sadness
5875,Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,sadness
5876,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,sadness
5877,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",sadness
5878,@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad,sadness
5879,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",sadness
5880,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,sadness
5881,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness
5882,I might even be on the verge of depression.,sadness
5883,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness
5884,When you lose somebody close to your heart you lose yourself as well 💔 #lost,sadness
5885,When you lose somebody close to your heart you lose yourself as well 💔 ,sadness
5886,@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,sadness
5887,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,sadness
5888,"But what will complaining, pessimism, regret, and anger get you?",sadness
5889,Been sober for days lmao,sadness
5890,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness
5891,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness
5892,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",sadness
5893,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",sadness
5894,@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,sadness
5895,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness
5896,David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,sadness
5897,@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,sadness
5898,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness
5899,This has been the most depressing week full of rain ever lol,sadness
5900,"gotta say this n put it out there. whoever u r, u should support other people's decisions n not discourage them...",sadness
5901,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness
5902,My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download 🔥🎶💨💯,sadness
5903,I don't get that my parents literally don't see how unhappy I been lately,sadness
5904,"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",sadness
5905,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness
5906,I can't pull myself out of depression,sadness
5907,"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",sadness
5908,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness
5909,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness
5910,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm",sadness
5911,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness
5912,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness
5913,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness
5914,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,sadness
5915,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness
5916,How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭,sadness
5917,tim burton never fails to depress me,sadness
5918,@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,sadness
5919,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,sadness
5920,I'm allowed to sulk,sadness
5921,my bls depress the blake,sadness
5922,"Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues",sadness
5923,@faye_catherine happy anger sad melancholy confusion #woodspurge,sadness
5924,FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08',sadness
5925,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",sadness
5926,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness
5927,@bldmovs sadly beautiful photo.,sadness
5928,ima kitchen sink,sadness
5929,I should have stayed at home.,sadness
5930,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,sadness
5931,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sadness
5932,Don't get #weary in well doing.\n#Faith #God #prayer,sadness
5933,"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",sadness
5934,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness
5935,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness
5936,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏,sadness
5937,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad 😂,sadness
5938,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",sadness
5939,@Cassena13 I know if I wasn't an optimist I would despair.,sadness
5940,I came to work for no reason 😩🔫\nI could've stayed in bed,sadness
5941,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sadness
5942,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness
5943,So you're unhappy?,sadness
5944,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,sadness
5945,I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness
5946,I want to pour all my tears on someone right now. So tired of this #upset ,sadness
5947,@OniLink86 @DarekMeridian lmao awe...  #sad,sadness
5948,@OniLink86 @DarekMeridian lmao awe... ,sadness
5949,@reillygolfpro @RealKidPoker @StacyAcey @WSOPTD no he didn't! They are obviously friends and that clouded his judgement,sadness
5950,Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,sadness
5951,@dlrwills turn that frown upside down buddy 🙃.,sadness
5952,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness
5953,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",sadness
5954,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness
5955,carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more,sadness
5956,@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
5957,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",sadness
5958,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',sadness
5959,@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication!,sadness
5960,@typicalmoony Yes Lia!! Join the dark side!!,sadness
5961,@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,sadness
5962,(whisper) I cannot frown.,sadness
5963,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness
5964,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump,sadness
5965,@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!,sadness
5966,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness
5967,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,sadness
5968,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",sadness
5969,The most depressing part of being ill is that your taste goes 😫,sadness
5970,Penny dreadful 3 temporada,sadness
5971,"@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.",sadness
5972,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …,sadness
5973,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
